id,customer_id,product_id,date,quantity
d36ec1bd-000b-4f5e-8c91-bd138ea02346,d5bcb8d0-4094-4ded-abeb-ac31d4f8fd72,3ccff6eb-4c22-42f3-8811-e562a91cf192,2025-08-24,8
f692641a-9aad-40ce-8ab2-4f241744ee3f,9aec56a8-5731-4609-9375-ee90d6b361e4,b93c4b0b-b93b-470c-9336-5c0c82ff1f2e,2026-02-23,8
e3de4ec0-4dfa-41be-a335-b2c89e7b1e95,887b03e5-e980-4808-b5ac-824c2c55aef7,ab86bafd-b57e-4883-9258-6d9016b6bf61,2025-12-12,9
a7939a2e-34f4-4404-8ff5-070182226c16,1578d709-48f9-43d0-9fea-e1e0d9e604b3,59fe3d53-624f-4a4b-bae1-e13796ee50e5,2025-11-14,9
57423882-f34a-4949-b4ca-0ad7abe5be96,9b1bc895-2af4-4ab7-9e6f-ea07c4536f1d,788fd0cd-65c0-4b93-88ed-abdd4ef03f80,2025-04-09,10
d10bf4dc-0de4-4af4-9347-94cc5d04032d,c9535b63-ba81-4dd9-987e-f3446f3f920c,5beec570-b69f-45c5-882b-a1be61eb64e6,2025-04-09,3
54fc286f-7457-4d47-9825-301039112943,65bcc272-fadd-4ea3-aca5-e2fdb966442a,adab2c2f-91a6-46da-8d61-39887b90942f,2025-02-06,6
99966612-9ea8-4552-8475-66bf8f660bbd,1d53434b-b881-49b9-ae27-0da702f06b90,6bbdb66f-9181-4091-96c6-f45cdc5e4e78,2026-01-18,6
5d00df1b-a83c-4c2b-b776-e729791f49f6,d5bcb8d0-4094-4ded-abeb-ac31d4f8fd72,3ccff6eb-4c22-42f3-8811-e562a91cf192,2025-11-15,5
18f1a1e4-1d30-4290-b3d9-2aceb7461b72,5e781fd7-94e0-43ba-a9f9-48b24e6384bb,9be4f19f-9270-4d60-bc4f-48e4a7a02a3d,2025-12-07,7
008ffab9-38c4-4b38-a8ae-57b9c262cad0,0b705933-4cde-4b6b-9132-567c51a40d2a,95804c2a-c44f-44b8-9b80-b8d18788dfed,2025-01-13,7
a2379e6f-d473-4534-9aea-635257632e1e,d3d1bf0f-56c4-48e4-a9ef-afb13a7e8e14,d08012b8-96c5-4fe7-aa60-4892392612e9,2026-03-03,6
8c357321-4abf-4f5c-8cc7-147ff6e5203c,d7c4fe9c-e1e0-4ffc-98f6-fd7f7eb162f1,51db1a37-4204-4733-9855-0b1ed5881c1c,2026-01-04,10
1b37ef19-b3bc-412f-9fb7-474e85a0d089,98049562-8972-4bbd-8ff2-b1c4e53f9644,9d17d218-fc3b-4de5-9812-62ac5683ede0,2025-05-14,1
7e0f60b2-2a06-4609-a599-bd3c0bb81d38,87f8424d-aae6-4fc1-b6f2-dbfecd29a36f,2751ab86-7dae-4949-9700-b4618cb6b0ba,2025-04-25,6
be153187-b783-41d5-9264-04b923f47a55,3c7e5368-b159-4847-9c0b-9b10a757cb10,38e59b27-16dc-4a6e-a789-077055ec024a,2025-04-26,2
41191aa7-1b61-4453-a8c2-094db8b818cf,e82c7d7b-06e7-45f9-88bc-539c9f4c3b79,0ec0ad4b-d644-4a9d-b362-d476d53ae57f,2025-07-11,6
1ee93260-3002-4831-b227-e8d89c60c81b,a723fb72-682b-463a-a86e-d390edd97a1a,2b843ef3-d86d-455d-8cd9-916481df62f4,2025-10-29,2
3730dfba-6494-4d5c-9a29-6905ee22a70b,e17f29e1-7028-4046-89bc-473fed7bf656,cd0254db-ed11-45d7-90a4-6c85d9d57b02,2025-09-29,9
30c9c51f-c80b-4af7-9315-fafa7500f785,26d794d3-0db9-4301-afbb-411aa1235a8c,c8acffcf-a04d-4d14-997d-bae10bc2ea72,2025-07-03,7
c1d48a10-1b96-4925-9682-d038b77f69b9,764414fd-8ae7-49ed-9e8e-de0ba85c6e4a,d08012b8-96c5-4fe7-aa60-4892392612e9,2025-11-17,5
a21c0c06-ed37-4567-8be7-728e6a1aba9d,3c9abe10-238d-4f44-8ac4-d0eb3373730e,7cd2192f-14b0-4f62-8768-b07f2e2bdc6c,2025-03-29,5
1f8b4af1-96bc-432d-ac11-7babd6642fe8,a4bbf962-606e-4e1c-8f15-84494f40c22f,266bf2ea-eb93-478c-a20a-f1585d2d904f,2025-07-03,10
75175f39-7354-44fb-a44a-0371c5ab4e57,b89f7039-a107-4c46-8634-17182ba6adb3,d9ee7dc9-c7cf-4ca8-a2b9-f24c67443fb8,2025-08-19,3
811317a8-f4c8-4393-96dd-6c82a8909e31,83b0b35c-dba6-4df8-b3d0-4ffb44709848,b45e9463-032a-49e0-9071-e5f0a7ac590c,2025-10-07,6
011c4544-7fb3-4be5-b6bf-2f7222778161,32399ffb-2704-4f25-8b91-b8cb6ae66582,f1458426-fb48-4ded-8f03-7337b9f6143b,2025-12-23,2
8da03d88-0c6f-4051-bc78-842387c5f526,febec0db-9a3a-4103-ae3c-453214348f62,6bbdb66f-9181-4091-96c6-f45cdc5e4e78,2025-05-06,10
95ca788d-d6bc-4712-aecc-a931ef705d01,22ab7752-c4db-4a62-ae13-418d68ab80ea,6dd49c96-6744-4b9e-aded-cba5a22c3d4f,2025-10-26,3
c7f4f4f9-8222-4ad3-aca3-91d47ba16dd7,9e9a9f83-0668-43ee-b8b2-b5493bdbc09e,b266986c-b467-48bd-938e-13e44de1087b,2025-11-13,6
b11af726-2d5d-4395-a901-a768ebd14b0c,69ef74e3-4ab6-421c-8328-c136629ef3d8,c536c66e-fcc4-491b-b457-07c678946a15,2025-01-30,5
d0b3d752-bb01-42a5-ac74-5800941c23fa,3735262d-4184-4b03-84dd-7054144823f7,2d7e4a45-2099-471f-8b65-7bccb0416f19,2025-11-16,7
a8535961-632d-4302-9a82-833c20dda0ff,de9e3757-5260-401e-aecf-67d2749176f4,0f554896-f610-496b-bdf5-9abf6b790d01,2025-04-18,3
52645a59-e1f8-4b33-9b2d-5a2a99bd6240,2a9528c3-5ae1-4bad-aa29-60fda85894df,f7e9101d-3f8b-4433-b60e-695c1759ba96,2025-02-10,10
6b2d9ccc-6279-403c-a1a2-cfe7810d5c57,21084dd9-f75d-4e3c-848d-56502e9522d6,9f85c2dd-88e4-4a48-8570-9e30417b6634,2026-02-22,2
b148b2a6-ea79-47e1-9be7-02abfac08fc4,4b22d308-1c8e-4ee9-9715-bd6fa4161293,f1458426-fb48-4ded-8f03-7337b9f6143b,2026-03-01,5
65daced0-460a-4125-bf8c-93d4c32afc4a,eafde7d9-5f73-4a3e-9d28-6aa428a39779,59fe3d53-624f-4a4b-bae1-e13796ee50e5,2025-12-28,9
4b4ef503-f872-4413-97c5-982cf6ae10e8,6de59332-9364-43d0-9024-bdc6dcb33df3,dcd1c413-0760-401f-9c81-fc465bcd236c,2025-07-11,7
235fc3d5-2224-4806-8e07-2a5273edb223,9293f705-0815-4147-be00-980eae441e21,dcd1c413-0760-401f-9c81-fc465bcd236c,2025-03-03,6
e2ed8686-b334-42cb-9a3f-0ad169a9aff9,506e5a9a-b758-488d-ab73-295b344a54b8,1e23da4b-9e21-441f-b801-102682f73861,2025-12-02,3
d7d3b9d9-4c85-4233-8325-bd9ebf98e734,5a1baf0e-5911-46dc-9d3e-503a9645f0e4,dcd1c413-0760-401f-9c81-fc465bcd236c,2025-10-02,9
505c7527-dc57-446d-8c3d-031ab3952193,b4a69f3c-8d3a-4d99-b11c-21c9bdc14f1f,1877bc06-94ad-4252-95bc-2a3ebf7655d7,2025-03-18,2
8db78572-ef7d-4821-bca0-258eb63d65d5,1723199d-bf2c-44a0-ba3c-8a71ff574e2b,2f546033-6334-4a2a-8b4b-d7e7a4515ae0,2025-10-20,7
35afbb2d-336d-4786-b7a3-c30aa1f0fa7a,eb2ec80e-4c25-4823-8cf4-ffb0b4bba73f,1be5a4c3-95af-4d0c-8528-5425c7a9f33c,2025-01-22,9
afc5c20e-4a63-4af5-b6e1-e7ac9fc97264,1346d1a9-f680-4cdb-b7e4-90c71d7bc313,10813d45-ff45-48a2-8594-b24f13325c31,2026-02-05,6
21f6c63d-ac20-4f11-abd3-3927586528e6,ff69723d-584f-485b-a697-384d801e8690,0ec0ad4b-d644-4a9d-b362-d476d53ae57f,2025-06-12,1
f9a55cf2-a66c-4fa1-b5dc-8a9afb38cd91,1578d709-48f9-43d0-9fea-e1e0d9e604b3,1877bc06-94ad-4252-95bc-2a3ebf7655d7,2025-11-28,6
8ae0b8a0-80ff-4909-ad85-2212f554e1f8,43b38eb4-0390-4c5d-a502-d6a2ca6a2224,b0588256-d4b3-48cf-bfbb-eab342378962,2025-07-16,5
b5d9ad36-5287-464d-a30a-6658b1be6df2,44b64ec1-4d16-4049-84d7-df9a238b05b7,6bbdb66f-9181-4091-96c6-f45cdc5e4e78,2025-10-28,3
8ff19886-5a2c-41bc-82c2-26ff1d8b32d9,aab612c9-415d-474a-b5a6-69814104a8b5,5254aad3-809c-4839-90ce-82e8e9a53368,2025-11-03,4
